Lot_Area,Central_Air,SalePrice,Sq_ft,Has_Garage,Large_Lot,Finished_Basement
7689,1,131900,1592.0,1,0,1
8286,1,157000,2148.0,1,0,1
10690,1,147000,2016.0,1,0,1
7795,1,188500,2148.0,1,0,1
7052,1,185850,2728.0,1,0,1
9308,1,126000,1968.0,1,0,1
8125,1,118000,1728.0,1,0,1
8035,1,319900,3224.0,1,0,1
7937,1,142500,2006.0,1,0,1
9600,1,129900,2400.0,1,0,1
6955,1,202500,2736.0,1,0,0
21370,1,131000,1640.0,1,1,0
10126,1,185000,3676.0,1,0,1
2364,1,138000,2311.0,1,0,1
3600,0,114504,2052.0,1,0,0
8741,1,113000,2222.0,1,0,1
5436,1,125500,1950.0,1,0,1
14149,1,165000,2000.0,1,1,1
5000,0,79000,1980.0,1,0,0
2544,1,152000,1836.0,1,0,1
5000,1,159000,2668.0,1,0,1
12493,1,141000,2200.0,1,1,1
10368,1,167000,2496.0,1,0,1
6360,1,132000,2288.0,1,0,1
10357,1,179900,2352.0,1,0,1
9819,1,122000,1782.0,1,0,1
7936,1,127000,2090.0,1,0,1
8773,1,190000,2906.0,1,0,1
11235,1,158450,2872.0,1,0,1
12886,1,175000,1984.0,1,1,1
14892,1,377500,3492.0,1,1,1
6240,1,138400,2464.0,1,0,1
11645,1,260000,3468.0,1,0,1
14977,1,440000,3952.0,1,1,1
9100,1,178000,2424.0,1,0,0
8400,1,138500,2104.0,1,0,1
7420,1,132000,2114.0,1,0,1
9525,1,149900,2609.0,1,0,1
7425,1,108000,2340.0,1,0,0
7990,1,110000,1848.0,1,0,0
1300,1,124000,1790.0,1,0,1
5500,1,103200,1764.0,0,0,0
3606,1,194000,2704.0,1,0,1
8978,1,108000,1896.0,1,0,0
9079,1,122000,1728.0,1,0,1
1700,1,148400,1990.0,1,0,1
9571,1,60000,2552.0,1,0,0
9938,1,226500,3228.0,1,0,1
9000,0,35311,960.0,1,0,1
7840,1,127500,1988.0,0,0,1
12395,1,137500,1753.0,1,1,1
9638,1,147000,2146.0,1,0,1
13418,1,309000,3569.0,1,1,0
17597,1,315000,4168.0,1,1,1
8872,1,147000,1824.0,1,0,1
3982,1,264561,3087.0,1,0,1
7134,1,130000,1744.0,1,0,1
2117,1,177000,2281.0,1,0,1
8155,1,119000,1980.0,0,0,0
5500,1,157000,2146.0,1,0,1
11553,1,158000,2210.0,1,0,1
7150,1,115000,2730.0,1,0,1
6285,1,120750,1788.0,1,0,1
7500,1,216000,2488.0,1,0,1
2001,1,75000,1638.0,1,0,0
19508,1,192000,2860.0,1,1,1
7176,1,160500,2000.0,1,0,1
10652,1,279500,2988.0,1,0,0
11235,1,148000,2056.0,1,0,1
10265,1,145000,1984.0,1,0,1
14541,1,310000,3858.0,1,1,1
10184,1,165000,2229.0,1,0,1
46589,1,402000,4077.0,1,1,1
10625,1,250000,2984.0,1,0,0
1470,1,73000,1260.0,0,0,1
9000,1,136000,2688.0,0,0,0
5911,1,282500,3125.0,1,0,1
8987,1,221500,3190.0,1,0,0
17871,1,170000,3360.0,1,1,0
11500,1,163000,2080.0,1,0,1
12257,1,290000,3849.0,1,1,1
9044,1,330000,3863.0,1,0,1
1680,1,111000,1470.0,1,0,1
9468,1,214000,2595.0,1,0,1
9373,1,137500,2304.0,1,0,1
7000,1,240900,2810.0,1,0,1
10186,1,190000,2673.0,1,0,1
11664,1,250000,3180.0,1,0,1
10768,1,218000,2874.0,1,0,1
10530,1,255000,3223.0,1,0,1
14859,1,240000,3340.0,1,1,0
10481,1,360000,4280.0,1,0,0
9350,1,179900,2484.0,1,0,1
18030,1,200500,4205.0,0,1,1
5925,0,37900,1568.0,0,0,0
6718,1,180500,2579.0,1,0,1
11855,1,269500,3955.0,1,0,1
12394,1,225000,2580.0,1,1,0
7000,1,141000,1935.0,1,0,1
10367,1,335000,3482.0,1,0,1
15240,1,150000,2052.0,1,1,1
50271,1,385000,3684.0,1,1,1
13600,1,205000,2754.0,1,1,1
6762,1,206000,2395.0,1,0,1
8500,1,179600,2844.0,1,0,0
8877,1,102000,2056.0,1,0,1
15611,1,175000,2252.0,1,1,1
13300,1,159000,2399.0,1,1,1
6500,1,135000,2254.0,1,0,1
9525,1,136900,2849.0,1,0,1
6993,1,135000,2148.0,1,0,1
9430,1,337000,3617.0,1,0,1
11029,1,250000,3708.0,1,0,1
14311,1,306000,3576.0,1,1,1
10800,1,179000,2400.0,0,0,1
3604,1,146000,2081.0,1,0,0
10320,1,161000,3318.0,1,0,1
10603,1,205000,3220.0,1,0,1
4084,1,241500,2778.0,1,0,1
7943,1,118500,2058.0,1,0,1
6930,1,130000,2414.0,1,0,1
7200,1,130000,1880.0,1,0,0
16052,1,535000,4548.0,1,1,1
7150,1,123000,1824.0,1,0,1
6012,0,82000,1152.0,0,0,0
5350,1,132000,2074.0,1,0,1
5400,1,108480,2146.0,1,0,0
9535,1,165000,2634.0,1,0,1
7441,1,181000,2947.0,1,0,0
15400,1,165000,2067.0,1,1,0
10544,1,161000,2343.0,1,0,1
10936,1,199000,3008.0,1,0,0
11316,1,214900,2711.0,1,0,1
8640,1,198600,2556.0,1,0,1
12090,1,258000,3404.0,1,1,0
7939,1,269500,3955.0,1,0,1
7750,1,176000,2121.0,1,0,0
9350,1,158000,2604.0,1,0,1
7750,1,184100,1827.0,1,0,1
13001,1,170000,2845.0,1,1,1
13607,1,208000,2554.0,1,1,1
4435,1,140000,1696.0,1,0,1
3843,1,230000,3244.0,1,0,1
5950,1,188500,2674.0,1,0,1
12400,1,194000,2618.0,1,1,1
10425,1,133000,2208.0,1,0,1
16269,1,140000,1814.0,1,1,1
8998,1,207500,2434.0,1,0,1
10400,1,256900,3572.0,1,0,0
10134,1,109000,1769.0,1,0,0
7007,1,113722,1513.0,1,0,0
11645,1,237000,2996.0,1,0,1
8250,1,142100,2106.0,1,0,1
11027,1,149900,2471.0,1,0,1
12350,1,404000,4040.0,1,1,1
18275,1,277500,3886.0,1,1,1
9206,1,178000,2473.0,1,0,0
6240,1,254000,2648.0,1,0,1
9656,0,12789,1510.0,1,0,0
7875,1,176000,2490.0,1,0,0
16259,1,342643,3845.0,1,1,0
6173,1,125500,1778.0,1,0,1
12890,1,150000,2990.0,1,1,0
10440,1,261329,3158.0,1,0,0
7500,1,141000,2160.0,0,0,1
9532,1,153000,2752.0,1,0,1
3922,1,172500,2516.0,1,0,0
8730,1,153575,2094.0,1,0,0
6060,1,124900,1838.0,1,0,1
14450,1,415298,4242.0,1,1,0
5400,1,119000,2016.0,1,0,0
10000,1,227000,3176.0,1,0,0
10007,1,145500,2106.0,1,0,1
7830,1,61500,984.0,1,0,1
11727,1,192100,3702.0,1,0,0
10320,1,116000,2101.0,1,0,1
10482,1,145000,1726.0,1,0,1
15274,1,445000,4904.0,1,1,1
8800,1,150500,2080.0,1,0,1
10000,1,175900,2418.0,1,0,0
10140,1,167900,2232.0,1,0,1
14054,1,219210,2742.0,1,1,0
11218,1,189000,2900.0,1,0,0
8856,1,136500,2352.0,1,0,1
7800,1,137900,1756.0,1,0,1
7200,0,85000,2044.0,1,0,1
10680,0,137900,4272.0,1,0,1
9535,1,195500,2530.0,1,0,1
6858,0,128000,2453.0,1,0,0
8100,1,135000,1728.0,1,0,1
9216,1,143195,2152.0,1,0,1
9100,1,79500,1521.0,1,0,0
12774,1,192500,2498.0,1,1,0
6000,1,129500,2096.0,1,0,1
10364,1,168000,2378.0,1,0,0
6000,1,105000,2081.0,1,0,1
10530,1,143250,1962.0,1,0,1
9525,1,144000,2198.0,1,0,0
8880,1,205000,3058.0,1,0,1
8410,1,143000,1996.0,1,0,1
4385,1,290000,2838.0,1,0,1
12919,1,611657,4694.0,1,1,1
12464,1,152000,2080.0,1,1,1
5005,1,191500,2560.0,1,0,1
9591,1,317000,3616.0,1,0,0
6960,1,165250,1982.0,1,0,1
9825,1,123000,2184.0,1,0,1
14175,1,185000,2176.0,1,1,1
7400,1,120000,2090.0,1,0,1
10738,1,158500,2186.0,1,0,1
8366,1,173000,2438.0,1,0,0
9842,1,101800,1224.0,1,0,0
7200,1,155000,1695.0,1,0,1
10230,1,125000,2132.0,1,0,0
8626,1,104500,968.0,1,0,0
8834,1,350000,3686.0,1,0,1
8544,0,93500,1040.0,1,0,0
9179,1,193000,2663.0,1,0,1
11526,1,191000,2759.0,1,0,0
5684,1,110000,1626.0,1,0,0
11885,1,261500,3171.0,1,0,1
9600,1,128900,2100.0,1,0,1
17242,1,584500,5233.0,1,1,1
10215,1,111000,1812.0,1,0,1
8550,1,90000,2066.0,1,0,0
18450,1,129000,3401.0,1,1,1
14778,1,224000,2936.0,1,1,1
3180,1,165000,1800.0,1,0,1
3068,1,122000,1986.0,1,0,0
8298,1,267300,3110.0,1,0,1
13518,1,485000,5066.0,1,1,0
33120,1,220000,4081.0,1,1,0
13142,1,215700,2635.0,1,1,1
11362,1,280000,3672.0,1,0,1
10845,1,284000,3178.0,1,0,1
1936,1,84500,1260.0,0,0,1
9760,1,192000,2790.0,1,0,1
3960,0,105000,1506.0,1,0,0
9100,1,216837,3696.0,1,0,1
9600,1,141500,2792.0,1,0,1
9764,1,130000,1788.0,1,0,1
8430,1,124000,2080.0,0,0,1
9060,1,150909,2687.0,0,0,1
12778,1,139500,2016.0,1,1,1
8172,1,79275,1728.0,1,0,1
9037,1,265900,2960.0,1,0,1
6292,0,91000,1558.0,1,0,1
11900,1,185000,3056.0,1,0,1
7945,1,141000,2300.0,1,0,1
16659,1,260116,3734.0,1,1,0
9340,1,113000,1344.0,1,0,1
11454,1,225000,2912.0,1,0,1
8480,1,113000,1586.0,1,0,1
6305,1,125200,2104.0,1,0,1
9709,1,319500,3018.0,1,0,1
10930,1,140000,2471.0,1,0,1
50102,1,250764,3282.0,1,1,1
8899,1,250000,3036.0,1,0,1
10237,1,176000,2304.0,1,0,0
9736,1,174850,3052.0,1,0,1
2364,1,147000,2352.0,1,0,1
7892,1,99500,1836.0,1,0,0
12350,1,398800,4055.0,1,1,1
7917,1,175000,2600.0,1,0,0
7200,1,109500,1650.0,1,0,0
12155,1,163500,3314.0,1,1,1
7446,1,100000,1576.0,0,0,1
11025,1,334000,4160.0,1,0,1
7832,1,137250,1728.0,1,0,1
19378,1,320000,3854.0,1,1,1
9830,1,162000,2350.0,1,0,1
4403,1,222000,2948.0,1,0,1
8174,1,178000,2040.0,1,0,1
7200,1,119000,1592.0,1,0,1
7590,1,169500,2676.0,1,0,1
8795,1,236000,3208.0,1,0,1
3843,1,294464,3244.0,1,0,1
11075,1,206900,3064.0,1,0,1
10142,1,233000,3040.0,1,0,1
7741,0,108000,2064.0,1,0,1
8139,1,165000,2150.0,1,0,1
8982,1,134900,2080.0,1,0,1
6120,1,113000,1768.0,1,0,0
16561,1,147900,2194.0,1,1,1
4060,1,99900,1728.0,0,0,0
2308,1,143000,2311.0,1,0,1
6240,1,114500,1632.0,1,0,0
8789,1,129200,1853.0,1,0,1
5587,1,392500,3252.0,1,0,1
9042,1,266500,3492.0,1,0,1
8923,1,177500,1766.0,1,0,1
12518,1,139500,2016.0,1,1,1
11069,1,170000,2004.0,1,0,0
8800,1,224500,2999.0,1,0,1
13262,1,290000,3482.0,1,1,0
7758,1,169500,2858.0,1,0,1
12118,1,240000,3420.0,1,1,0
9600,1,144000,2228.0,1,0,1
9500,1,165000,2793.0,1,0,1
7175,1,145000,2664.0,1,0,0
11200,1,114000,2548.0,1,0,0
14226,1,395000,3908.0,1,1,0
2760,1,105500,1617.0,1,0,0
11050,1,254900,2965.0,1,0,1
7200,1,102000,2102.0,1,0,1
12420,1,230000,2784.0,1,1,1
6120,1,137500,2452.0,1,0,0
7111,1,138000,2151.0,1,0,1
19255,1,156500,1858.0,1,1,1
8120,1,124500,1728.0,1,0,1
11952,1,190000,2777.0,1,0,0
3182,1,159895,2532.0,1,0,0
9842,1,189000,3213.0,1,0,0
8020,0,124000,1824.0,0,0,1
11341,1,121500,2784.0,1,0,1
12436,1,146000,3648.0,1,1,0
12192,1,235000,2751.0,1,1,1
3842,1,300000,3240.0,1,0,1
1936,1,90500,1638.0,0,0,0
13101,1,142600,3456.0,1,1,1
9808,1,227000,3146.0,1,0,1
8145,1,205000,3400.0,1,0,1
17227,1,246900,2682.0,1,1,1
5280,0,89000,1534.0,1,0,0
11792,0,64000,1864.0,1,0,0
3876,1,170000,2452.0,1,0,1
13891,1,582933,4556.0,1,1,0
6000,1,110500,2206.0,1,0,1
8240,1,110000,2358.0,1,0,0
9405,1,118000,1396.0,0,0,0
10625,1,284000,3044.0,1,0,1
9247,1,171000,2574.0,1,0,1
10628,1,193000,2647.0,1,0,0
11000,1,135000,2268.0,1,0,1
9399,1,167000,2454.0,1,0,0
7200,1,105000,1440.0,1,0,0
10264,1,214000,3176.0,1,0,1
13215,1,279000,3334.0,1,1,1
10530,1,184500,2550.0,1,0,1
6000,1,120000,1832.0,1,0,1
7703,1,171500,2546.0,1,0,1
4251,1,164700,1875.0,1,0,0
12128,1,209000,3427.0,1,1,1
3072,1,225000,2913.0,1,0,1
8410,1,81000,1842.0,0,0,0
15218,1,336820,3340.0,1,1,1
14364,1,277000,3219.0,1,1,1
8680,1,117600,1788.0,1,0,0
9600,1,140000,2524.0,1,0,1
11778,1,395039,3517.0,1,0,1
15810,1,181755,2264.0,1,1,0
11024,1,186800,2800.0,1,0,0
8970,1,177500,2884.0,1,0,1
10800,1,64500,1624.0,1,0,0
4835,1,260000,2976.0,1,0,1
3710,1,185485,2532.0,1,0,0
6120,1,105000,1590.0,1,0,1
9600,1,187000,2383.0,1,0,0
14145,1,202500,2829.0,1,1,1
9926,1,245700,3228.0,1,0,1
8012,1,128000,1896.0,1,0,0
10240,1,275500,3128.0,1,0,0
10762,1,225000,2961.0,1,0,1
8000,1,138000,1711.0,1,0,1
1680,1,88000,1617.0,1,0,0
13693,1,380000,4796.0,1,1,0
10625,1,256000,3320.0,1,0,0
7200,1,134800,1800.0,1,0,1
1612,1,121000,1790.0,1,0,0
10207,1,227875,2635.0,1,0,0
10475,1,245350,3388.0,1,0,0
5976,0,93500,1872.0,0,0,0
10625,0,83000,1293.0,1,0,1
53107,1,240000,3533.0,1,1,1
5680,0,113000,1765.0,1,0,0
12400,1,155000,2430.0,1,1,1
6768,1,142000,1824.0,1,0,1
6000,1,119000,1788.0,1,0,0
12508,1,160000,2733.0,1,1,1
7415,1,193000,2432.0,1,0,1
11762,1,263000,3307.0,1,0,1
8767,1,164990,2620.0,1,0,1
8190,1,119000,1896.0,1,0,1
7500,1,238500,2820.0,1,0,1
70761,1,280000,3066.0,1,1,1
3784,1,193800,3076.0,1,0,1
4224,1,129900,2100.0,1,0,1
9245,1,145000,1980.0,1,0,1
14781,1,275000,3540.0,1,1,0
8544,0,81400,1040.0,1,0,0
7440,1,125000,2178.0,1,0,1
7404,1,80000,1722.0,1,0,0
4853,0,104000,2403.0,1,0,1
10593,1,260400,3440.0,1,0,1
12090,1,176000,2204.0,1,1,1
11677,1,123000,2080.0,1,0,1
11000,1,291000,3691.0,1,0,0
8000,1,132000,1944.0,1,0,1
8029,1,176000,2184.0,1,0,0
13495,1,177625,2776.0,1,1,1
9738,1,104900,2005.0,1,0,1
9272,1,196000,2591.0,1,0,1
7841,1,280000,3154.0,1,0,1
8530,1,168500,1858.0,1,0,0
13041,1,170000,2452.0,1,1,0
43500,1,130000,2034.0,1,1,0
6240,1,150000,2998.0,1,0,1
13015,1,145000,2200.0,1,1,0
9297,1,188000,3456.0,1,0,1
8773,1,169000,2516.0,1,0,0
8536,1,155000,2250.0,1,0,0
4282,1,196000,2782.0,1,0,1
8740,1,219500,2849.0,1,0,1
10237,1,170440,2184.0,1,0,0
7950,1,159500,2116.0,1,0,1
10400,1,174000,2986.0,1,0,0
10628,1,167000,2554.0,1,0,1
2280,1,148500,2311.0,1,0,1
7018,1,147983,2228.0,1,0,0
10762,1,120000,1843.0,1,0,0
7024,1,157000,2180.0,1,0,1
7585,1,91500,2266.0,1,0,0
8777,1,85000,1592.0,0,0,0
9170,1,140000,2428.0,1,0,1
7742,1,127000,1910.0,1,0,1
8791,1,207500,2592.0,1,0,1
19800,1,415000,5508.0,1,1,1
13339,1,193000,3122.0,1,1,1
8125,1,174000,2183.0,1,0,0
11419,1,152500,2226.0,1,0,1
7226,1,183000,2438.0,1,0,0
11100,0,136500,2560.0,1,0,1
12435,1,231500,2755.0,1,1,1
6420,1,123500,2128.0,1,0,1
16466,1,135500,2209.0,1,1,0
6285,1,133500,2004.0,1,0,1
9204,1,124000,2288.0,1,0,1
12011,1,280000,3010.0,1,1,1
14774,1,333168,3992.0,1,1,0
11792,1,270000,3291.0,1,0,1
8064,0,128500,1928.0,1,0,1
7175,1,172000,2796.0,1,0,1
10820,1,130000,1592.0,1,0,1
5381,1,196000,2612.0,1,0,1
5000,0,87000,1523.0,1,0,1
8674,1,128250,2345.0,1,0,1
13175,1,210000,3615.0,1,1,1
11275,1,220000,2845.0,1,0,1
9600,1,128000,2134.0,1,0,1
9000,1,135000,1854.0,1,0,1
9990,1,228500,3369.0,1,0,1
6000,1,134000,1740.0,1,0,1
10533,1,157500,2032.0,1,0,1
11692,1,263550,3405.0,1,0,1
12546,1,182900,2880.0,1,1,1
21695,1,222000,2560.0,1,1,1
9278,1,146000,2184.0,0,0,0
8100,1,153500,3118.0,1,0,1
16737,1,315000,3960.0,1,1,1
9200,1,315000,4100.0,1,0,1
9801,1,257000,3202.0,1,0,0
14137,1,173000,2400.0,1,1,1
14762,1,169000,2267.0,1,1,0
15262,1,382500,4400.0,1,1,1
9742,1,230000,3572.0,1,0,0
8532,1,153000,2594.0,1,0,1
10634,1,123000,1927.0,1,0,1
14753,1,207000,2926.0,1,1,1
18386,1,295000,4963.0,1,1,0
12450,1,149000,2188.0,1,1,1
7851,1,216500,2820.0,1,0,1
5175,1,112000,1616.0,1,0,1
8398,1,134500,1886.0,1,0,1
3710,1,187687,2392.0,1,0,0
7500,1,68400,1826.0,1,0,0
8010,1,143500,1902.0,1,0,1
12800,1,275000,3162.0,1,1,1
11070,1,171000,3866.0,1,0,0
12224,1,244000,3046.0,1,1,1
6953,1,130000,1738.0,1,0,1
11824,1,253000,3370.0,1,0,0
4118,0,52500,1386.0,0,0,0
3907,1,185000,2016.0,1,0,1
8918,1,167800,2235.0,1,0,0
9591,1,274900,3426.0,1,0,1
14115,1,187500,2844.0,1,1,1
9675,1,253000,3084.0,1,0,1
1974,1,105000,1514.0,1,0,1
11475,1,174500,2784.0,1,0,1
21533,1,210900,3114.0,1,1,0
9350,1,127000,1925.0,1,0,1
8198,1,207000,2716.0,1,0,1
13250,1,154000,2882.0,1,1,0
51974,1,591587,4998.0,1,1,1
22136,1,180000,4811.0,1,1,1
8944,1,124000,3168.0,1,0,0
9839,1,204000,2949.0,1,0,1
6292,1,145000,2338.0,1,0,0
9680,1,178900,3020.0,1,0,1
9452,1,348000,3788.0,1,0,1
9144,1,162500,2526.0,1,0,0
8425,1,119900,1636.0,1,0,1
9084,1,176500,2567.0,1,0,0
7420,1,118000,2068.0,1,0,1
7677,1,110000,1546.0,1,0,1
16770,1,221000,3034.0,1,1,0
16545,1,340000,3734.0,1,1,1
11414,0,167500,2747.0,1,0,0
13501,1,255000,3259.0,1,1,1
9434,1,170000,1758.0,1,0,0
3675,1,145000,1619.0,1,0,1
1890,1,81000,1260.0,0,0,1
11029,1,176500,2598.0,1,0,1
10084,1,307000,3380.0,1,0,1
9543,1,190550,2535.0,1,0,0
13005,1,260000,3198.0,1,1,1
2280,1,137500,2110.0,1,0,1
12712,1,147000,2099.0,1,1,1
10000,1,131400,2008.0,1,0,1
10574,1,316000,3480.0,1,0,1
9400,1,139000,2736.0,0,0,0
9802,1,172500,1794.0,1,0,0
13132,1,138887,2531.0,1,1,0
13728,1,235000,3235.0,1,1,1
6600,0,109500,1788.0,1,0,0
10320,1,107000,2026.0,1,0,0
14006,1,192500,2712.0,1,1,0
16635,1,215000,3204.0,1,1,1
8398,1,144100,2576.0,1,0,1
9100,1,127500,1728.0,1,0,1
14171,1,225000,3012.0,1,1,1
13891,1,372402,3420.0,1,1,1
12968,1,144000,1824.0,1,1,1
2280,1,176500,2245.0,1,0,1
7000,1,112000,1927.0,1,0,1
1680,1,100000,1470.0,1,0,1
2217,1,88000,1638.0,1,0,1
11500,1,136905,3360.0,1,0,0
7200,1,97500,1738.0,1,0,1
12366,0,51689,729.0,0,1,0
10721,1,142000,2504.0,1,0,0
10732,1,250000,3126.0,1,0,0
10791,1,243500,3775.0,1,0,1
5122,1,184500,2612.0,1,0,1
9928,1,210000,2932.0,1,0,1
7791,1,129000,1824.0,1,0,1
8154,1,82000,1020.0,1,0,1
10839,1,181000,2530.0,1,0,0
9045,1,167000,2304.0,1,0,0
10852,1,173000,2630.0,1,0,1
8400,1,195800,2395.0,1,0,0
16381,1,223000,3688.0,1,1,1
12304,1,192000,2734.0,1,1,1
11584,1,197000,2264.0,1,0,1
10672,1,298236,3443.0,1,0,0
7230,1,238000,2569.0,1,0,0
8512,1,119000,3112.0,0,0,0
20781,1,262500,3724.0,1,1,1
12633,1,425000,3956.0,1,1,1
8712,1,102776,2037.0,1,0,0
12537,1,149900,2156.0,1,1,1
9620,1,190000,2528.0,1,0,1
3907,1,162500,2382.0,1,0,1
9236,1,217000,2973.0,1,0,1
11600,1,137500,1880.0,1,0,0
10603,1,270000,2695.0,1,0,1
13350,1,142500,1758.0,1,1,1
9200,1,161000,2084.0,1,0,1
1495,1,93900,1638.0,0,0,1
15593,1,225000,3591.0,1,1,1
13688,1,412500,4240.0,1,1,1
8248,0,83000,1828.0,0,0,0
6000,1,128000,1832.0,1,0,1
8453,1,182000,2363.0,1,0,1
12444,1,394617,3864.0,1,1,1
11449,1,298751,3612.0,1,0,1
12342,1,82500,1722.0,1,1,1
7558,1,177000,2809.0,1,0,0
10400,1,144000,2400.0,1,0,1
7500,1,189000,2798.0,1,0,0
